<TICKER>,<DATA>,<VOLUME>,<ABERTURA>,<MAXIMO>,<MINIMO>,<FECHO>
PTC,20071123,3458300,93.200,95.000,92.900,94.400
PTC,20071126,2441600,94.300,94.700,93.000,93.000
PTC,20071127,7799700,92.400,93.400,90.500,93.000
PTC,20071128,3426700,92.500,93.500,92.200,93.100
PTC,20071129,2312800,93.600,94.100,92.800,94.000
PTC,20071130,3328900,93.300,94.200,93.100,93.100
PTC,20071203,17865100,93.200,94.400,92.800,92.800
PTC,20071204,7160600,92.700,94.200,92.100,92.700
PTC,20071205,5086600,93.200,94.000,92.200,92.600
PTC,20071206,4381000,93.100,93.500,92.500,92.500
PTC,20071207,4292800,92.700,93.700,92.700,93.300
PTC,20071210,2905100,92.800,93.200,92.200,92.600
PTC,20071211,2982500,92.500,93.000,92.000,92.200
PTC,20071212,4251300,91.300,92.700,91.300,92.000
PTC,20071213,2777000,91.300,91.900,90.800,91.600
PTC,20071214,3805700,92.000,92.900,91.400,92.500
PTC,20071217,1800900,91.800,92.300,91.000,91.500
PTC,20071218,22251400,91.000,92.200,90.700,92.200
PTC,20071219,2265800,92.200,92.400,91.400,91.800
PTC,20071220,5964800,90.900,91.700,90.100,90.900
PTC,20071221,5082100,91.600,91.700,90.700,91.000
PTC,20071224,376000,90.900,91.200,90.600,91.000
PTC,20071227,6378900,90.800,91.100,90.300,90.500
PTC,20071228,7128600,90.000,90.600,89.800,89.800
PTC,20071231,1664400,88.100,90.300,88.100,89.300
PTC,20080102,2755100,89.300,90.200,89.000,89.500
PTC,20080103,3297500,89.500,89.700,87.800,88.500
PTC,20080104,3205500,88.500,89.100,87.000,87.000
PTC,20080107,7994900,86.500,90.600,86.500,90.600
PTC,20080108,5279600,91.200,92.700,90.600,92.700
PTC,20080109,5591100,91.300,94.000,89.500,93.600
PTC,20080110,4919300,94.300,94.500,93.200,94.000
PTC,20080111,3981500,93.400,94.500,93.100,93.600
PTC,20080114,3388200,93.100,93.600,91.100,91.200
PTC,20080115,5303700,90.700,93.500,90.700,92.400
PTC,20080116,4762200,90.800,92.300,88.900,91.100
PTC,20080117,3614500,91.300,93.400,91.300,91.900
PTC,20080118,4597400,91.500,94.000,91.500,92.800
PTC,20080121,7898000,91.500,93.400,88.100,88.200
PTC,20080122,10487800,86.600,90.900,83.800,86.800
PTC,20080123,7238500,88.200,89.000,82.300,83.200
PTC,20080124,5881000,85.400,85.900,83.300,84.500
PTC,20080125,4941500,85.200,87.400,84.200,86.400
PTC,20080128,5028600,84.700,85.900,84.300,85.500
PTC,20080129,3254700,85.400,86.700,85.100,86.450
PTC,20080130,15562800,85.700,86.100,84.950,85.900
PTC,20080131,11110200,86.100,87.850,85.900,86.100
PTC,20080201,3692500,86.400,87.500,85.200,86.000
PTC,20080204,2213500,85.900,86.700,85.800,86.550
PTC,20080205,5529200,8.61,8.68,8.32,8.43
PTC,20080206,8635000,8.40,8.61,8.40,8.60
PTC,20080207,6276300,8.52,8.63,8.51,8.63
PTC,20080208,3836200,8.59,8.72,8.59,8.70
PTC,20080211,3171200,8.57,8.69,8.56,8.59
PTC,20080212,3760500,8.62,8.69,8.59,8.69
PTC,20080213,3655400,8.69,8.77,8.64,8.77
PTC,20080214,5646500,8.82,8.82,8.59,8.64
PTC,20080215,3141200,8.59,8.70,8.52,8.59
PTC,20080218,3548200,8.64,8.64,8.50,8.50
PTC,20080219,2005200,8.54,8.57,8.51,8.56
PTC,20080220,2311700,8.50,8.54,8.50,8.53
PTC,20080221,6168300,8.55,8.62,8.44,8.44
PTC,20080222,5075800,8.42,8.44,8.18,8.30
PTC,20080225,2743900,8.25,8.45,8.25,8.40
PTC,20080226,3403100,8.49,8.53,8.38,8.38
PTC,20080227,7755000,8.36,8.44,8.08,8.12
PTC,20080228,9021700,8.18,8.44,8.15,8.30
PTC,20080229,7207000,8.22,8.63,8.22,8.45
PTC,20080303,3657900,8.27,8.47,8.24,8.34
PTC,20080304,2397300,8.31,8.45,8.23,8.26
PTC,20080305,3706200,8.27,8.48,8.22,8.48
PTC,20080306,6434200,8.36,8.45,8.19,8.25
PTC,20080307,8963500,8.15,8.27,8.07,8.14
PTC,20080310,9549900,8.10,8.19,8.02,8.06
PTC,20080311,4771600,8.01,8.05,7.82,7.90
PTC,20080312,12381600,7.93,7.94,7.65,7.76
PTC,20080313,5750700,7.75,7.82,7.66,7.72
PTC,20080314,5907600,7.68,7.72,7.55,7.59
PTC,20080318,6960600,7.23,7.34,6.93,7.25
PTC,20080319,7211500,7.23,7.24,6.97,7.05
PTC,20080320,4769200,6.92,7.19,6.89,6.89
PTC,20080321,0,6.89,6.89,6.89,6.89
PTC,20080324,0,6.89,6.89,6.89,6.89
PTC,20080325,4847900,7.00,7.36,6.96,7.28
PTC,20080326,5008800,7.20,7.49,7.14,7.40
PTC,20080327,3209600,7.36,7.57,7.36,7.40
PTC,20080328,3823200,7.39,7.57,7.35,7.57
PTC,20080331,4802900,7.49,7.49,7.36,7.36
PTC,20080401,4332800,7.32,7.50,7.32,7.45
PTC,20080402,10470400,7.53,8.06,7.49,7.84
PTC,20080403,5439700,7.95,7.95,7.63,7.82
PTC,20080404,2746300,7.78,7.97,7.74,7.84
PTC,20080407,4015400,7.93,8.06,7.82,7.99
PTC,20080408,3363200,7.89,8.02,7.81,7.85
PTC,20080409,3287100,7.79,7.98,7.78,7.91
PTC,20080410,2974400,7.84,7.95,7.78,7.86
PTC,20080411,2090200,7.95,7.95,7.76,7.76
PTC,20080414,2709200,7.70,7.74,7.53,7.68
PTC,20080415,4019300,7.72,7.79,7.66,7.75
PTC,20080416,6003000,7.77,8.15,7.77,8.08
PTC,20080417,6616300,8.06,8.27,8.06,8.16
PTC,20080418,4765000,8.14,8.27,8.09,8.26
PTC,20080421,3947500,7.70,7.73,7.59,7.61
PTC,20080422,4441700,7.59,7.70,7.48,7.63
PTC,20080423,4291900,7.64,7.68,7.43,7.51
PTC,20080424,4541600,7.50,7.53,7.40,7.47
PTC,20080425,3077200,7.52,7.69,7.49,7.68
PTC,20080428,2503100,7.68,7.71,7.62,7.63
PTC,20080429,2997100,7.48,7.61,7.46,7.57
PTC,20080430,6093600,7.47,7.66,7.47,7.62
PTC,20080502,5372000,7.78,7.86,7.72,7.82
PTC,20080505,876800,7.79,7.84,7.75,7.84
PTC,20080506,3440200,7.78,7.89,7.70,7.83
PTC,20080507,4359200,7.79,7.98,7.74,7.95
PTC,20080508,4061800,7.88,7.97,7.84,7.96
PTC,20080509,2033700,7.92,8.02,7.92,7.98
PTC,20080512,1889900,7.91,7.97,7.84,7.88
PTC,20080513,2806800,7.88,8.03,7.83,7.99
PTC,20080514,2906000,7.97,8.01,7.89,7.99
PTC,20080515,3104600,7.99,8.10,7.95,8.09
PTC,20080516,3411200,8.10,8.24,8.01,8.06
PTC,20080519,1910800,8.03,8.07,7.95,8.04
PTC,20080520,2605300,8.01,8.06,7.90,7.93
PTC,20080521,3363700,7.90,7.90,7.76,7.78
PTC,20080522,2420300,7.75,7.95,7.75,7.89
PTC,20080523,2354600,7.91,7.97,7.85,7.88
PTC,20080526,637300,7.80,7.93,7.80,7.82
PTC,20080527,2269300,7.84,7.88,7.80,7.80
PTC,20080528,1740400,7.72,7.95,7.72,7.91
PTC,20080529,2060500,7.87,7.91,7.74,7.80
